time,torque,rpm,vel,brake_pos
0,Inf,3876.4809,16.237765,0
0.015396207,134.14286,3910.6126,16.380736,100
0.030658037,133.22707,3944.1652,16.521281,100
0.045790036,132.32618,3977.1581,16.659481,100
0.060796506,131.43974,4009.6094,16.795413,100
0.075681523,130.56729,4041.5366,16.929149,100
0.090448952,129.70842,4072.9561,17.060759,100
0.10510246,128.86272,4103.8835,17.190307,100
0.11964554,128.02981,4134.3336,17.317856,100
0.13408151,127.20932,4164.3207,17.443466,100
0.14841352,126.40091,4193.8581,17.567192,100
0.1626446,125.60425,4222.9586,17.689088,100
0.1767776,124.81901,4251.6346,17.809206,100
0.19081529,124.0449,4279.8978,17.927594,100
0.20476027,123.28161,4307.7592,18.0443,100
0.21861506,122.52887,4335.2297,18.159368,100
0.23238206,121.7864,4362.3194,18.272841,100
0.24624488,17.282814,4364.0763,18.2802,100
0.26030154,0,4305.2636,18.033846,100
0.27455951,0,4245.8959,17.785167,100
0.28902676,0,4185.9479,17.534058,100
0.30371183,0,4125.3928,17.280405,100
0.31862387,0,4064.2017,17.024088,100
0.33377269,0,4002.3436,16.764978,100
0.34916886,0,3939.7853,16.502934,100
0.36482377,0,3876.4909,16.237807,100
0.38074973,0,3812.4217,15.969435,100
0.39696009,0,3747.5359,15.697642,100
0.41346935,0,3681.788,15.422237,100
0.43029332,0,3615.1286,15.143015,100
0.44744928,0,3547.5038,14.859749,100
0.4649562,0,3478.8546,14.572192,100
0.48283493,0,3409.1161,14.280072,100
0.50110857,0,3338.2169,13.98309,100
0.5198027,0,3266.0779,13.680915,100
0.5389459,0,3192.6112,13.373178,100
0.55857017,0,3117.7186,13.059469,100
0.5787116,0,3041.29,12.739326,100
0.59941111,0,2963.2011,12.412228,100
0.62071541,0,2883.3107,12.077584,100
0.64267827,0,2801.4575,11.734718,100
0.66536208,0,2717.4555,11.382851,100
0.68883992,0,2631.0886,11.021078,100
0.71319839,0,2542.1034,10.648338,100
0.73854138,0,2450.1991,10.26337,100
0.76499538,0,2355.0146,9.864662,100
0.79144937,0,2256.1092,9.4503682,0
0.81790337,0,2254.1324,9.4420879,0
0.84435736,8.4459971,2256.1092,9.4503682,0
0.87081136,0,2254.1324,9.4420879,0
0.89726535,8.4459971,2256.1092,9.4503682,0
0.92371935,0,2254.1324,9.4420879,0
0.95017334,8.4459971,2256.1092,9.4503682,0
0.97662734,0,2254.1324,9.4420879,0
1.0030813,8.4459971,2256.1092,9.4503682,0
1.0295353,0,2254.1324,9.4420879,0
1.0559893,8.4459971,2256.1092,9.4503682,0
1.0824433,0,2254.1324,9.4420879,0
1.1088973,8.4459971,2256.1092,9.4503682,0
1.1353513,0,2254.1324,9.4420879,0
1.1618053,8.4459971,2256.1092,9.4503682,0
1.1882593,0,2254.1324,9.4420879,0
1.2147133,8.4459971,2256.1092,9.4503682,0
1.2411673,0,2254.1324,9.4420879,0
1.2676213,8.4459971,2256.1092,9.4503682,0
1.2940753,0,2254.1324,9.4420879,0
1.3205293,8.4459971,2256.1092,9.4503682,0
1.3469833,0,2254.1324,9.4420879,0
1.3734373,8.4459971,2256.1092,9.4503682,0
1.3998913,0,2254.1324,9.4420879,0
1.4263453,8.4459971,2256.1092,9.4503682,0
1.4527993,0,2254.1324,9.4420879,0
1.4792533,8.4459971,2256.1092,9.4503682,0
1.5057073,0,2254.1324,9.4420879,0
1.5321612,8.4459971,2256.1092,9.4503682,0
1.5586152,0,2254.1324,9.4420879,0
1.5850692,8.4459971,2256.1092,9.4503682,0
1.6115232,0,2254.1324,9.4420879,0
1.6379772,8.4459971,2256.1092,9.4503682,0
1.6644312,0,2254.1324,9.4420879,0
1.6908852,8.4459971,2256.1092,9.4503682,0
1.7173392,0,2254.1324,9.4420879,0
1.7437932,8.4459971,2256.1092,9.4503682,0
1.7702472,0,2254.1324,9.4420879,0
1.7967012,8.4459971,2256.1092,9.4503682,0
1.8231552,0,2254.1324,9.4420879,0
1.8496092,8.4459971,2256.1092,9.4503682,0
1.8760632,0,2254.1324,9.4420879,0
1.9025172,8.4459971,2256.1092,9.4503682,0
1.9289712,0,2254.1324,9.4420879,0
1.9554252,8.4459971,2256.1092,9.4503682,0
1.9818792,0,2254.1324,9.4420879,0
2.0083332,8.4459971,2256.1092,9.4503682,0
2.0347872,0,2254.1324,9.4420879,0
2.0612644,140.40604,2318.3864,9.7112344,0
2.0870077,140.51075,2380.8008,9.9726752,0
2.1120762,140.60438,2441.5218,10.227022,0
2.1365213,140.68854,2500.6769,10.474811,0
2.1603881,140.76456,2558.3784,10.71651,0
2.1837166,140.83354,2614.7255,10.952536,0
2.2065423,140.89636,2669.8066,11.18326,0
2.2288972,140.95379,2723.7006,11.409011,0
2.2508097,141.00646,2776.4788,11.630087,0
2.2723056,141.05491,2828.2051,11.846758,0
2.2934084,141.0996,2878.9378,12.059266,0
2.3141394,141.14092,2928.7297,12.267834,0
2.3345179,141.17923,2977.6294,12.472665,0
2.3545617,141.21481,3025.6809,12.673942,0
2.3742872,141.24792,3072.925,12.871838,0
2.3937095,141.27879,3119.3993,13.066509,0
2.4128424,141.30763,3165.1384,13.258101,0
2.4316988,141.33461,3210.1743,13.446746,0
2.4502906,141.35988,3254.5368,13.632572,0
2.4686291,141.38359,3298.2538,13.815693,0
2.4869716,92.852615,3326.1608,13.93259,100
2.5057393,0,3253.8046,13.629505,100
2.5249611,0,3180.105,13.320793,100
2.5446698,0,3104.9619,13.006034,100
2.5649022,0,3028.2629,12.684758,100
2.5857001,0,2949.8811,12.356433,100
2.6071113,0,2869.6722,12.020455,100
2.6291909,0,2787.4709,11.676131,100
2.6520029,0,2703.0868,11.322664,100
2.6756225,0,2616.298,10.959124,100
2.7001389,0,2526.8439,10.584419,100
2.7256594,0,2434.4146,10.197252,100
2.7523149,0,2338.6369,9.7960595,100
2.7802682,0,2239.0548,9.3789308,100
2.809726,0,2135.1004,8.9434874,100
2.840958,0,2026.0515,8.4867048,100
2.8721899,0,1910.9655,8.0046335,0
2.9034218,0,1908.9811,7.9963213,0
2.9346537,7.1893844,1910.9655,8.0046335,0
2.9658856,0,1908.9811,7.9963213,0
2.9971175,7.1893844,1910.9655,8.0046335,0
3.0283494,0,1908.9811,7.9963213,0
3.0595813,7.1893844,1910.9655,8.0046335,0
3.0908132,0,1908.9811,7.9963213,0
3.1220452,7.1893844,1910.9655,8.0046335,0
3.1532771,0,1908.9811,7.9963213,0
3.184509,7.1893844,1910.9655,8.0046335,0
3.2157409,0,1908.9811,7.9963213,0
3.2469728,7.1893844,1910.9655,8.0046335,0
3.2782047,0,1908.9811,7.9963213,0
3.3094366,7.1893844,1910.9655,8.0046335,0
3.3406685,0,1908.9811,7.9963213,0
3.3719004,7.1893844,1910.9655,8.0046335,0
3.4031324,0,1908.9811,7.9963213,0
3.4343643,7.1893844,1910.9655,8.0046335,0
3.4655962,0,1908.9811,7.9963213,0
3.4968281,7.1893844,1910.9655,8.0046335,0
3.52806,139.65768,1987.1053,8.3235674,0
3.5580952,139.85704,2060.2584,8.6299903,0
3.5870639,140.02858,2130.7473,8.9252536,0
3.6150744,140.17769,2198.84,9.2104794,0
3.6422173,140.30845,2264.7617,9.4866117,0
3.6685703,140.42398,2328.7043,9.7544539,0
3.6941996,140.52676,2390.8326,10.014696,0
3.7191629,140.61873,2451.2895,10.267937,0
3.7435105,140.70148,2510.1998,10.5147,0
3.7672868,140.77629,2567.6736,10.755446,0
3.7905308,140.8442,2623.8081,10.990582,0
3.8132776,140.90609,2678.6901,11.220471,0
3.8355583,140.9627,2732.3972,11.445439,0
3.857401,141.01465,2784.9993,11.665778,0
3.8788312,141.06245,2836.5594,11.881752,0
3.8998719,141.10657,2887.135,12.093603,0
3.920544,141.14738,2936.778,12.301547,0
3.9408666,141.18522,2985.5361,12.505784,0
3.9608574,141.22038,3033.453,12.706498,0
3.9805324,141.25311,3080.5689,12.903857,0
3.9999064,141.28364,3126.9208,13.098015,0
4.0189933,141.31216,3172.5428,13.289116,0
4.0378057,141.33885,3217.4668,13.477293,0
4.0563554,141.36386,3261.722,13.662669,0
4.0746534,141.38733,3305.336,13.845359,0
4.0929371,103.07205,3336.4552,13.975711,100
4.1116419,0,3264.2846,13.673403,100
4.1307966,0,3190.7839,13.365524,100
4.1504331,0,3115.8549,13.051662,100
4.1705878,0,3039.3869,12.731354,100
4.1913016,0,2961.2554,12.404078,100
4.2126215,0,2881.3187,12.06924,100
4.2346013,0,2799.4149,11.726162,100
4.2573037,0,2715.3574,11.374062,100
4.2808022,0,2628.9292,11.012033,100
4.3051836,0,2539.876,10.639008,100
4.3305523,0,2447.8955,10.253721,100
4.3570355,0,2352.625,9.8546525,100
4.3847907,0,2253.6216,9.439948,100
4.4140175,0,2150.3358,9.0073055,100
4.4449747,0,2042.0711,8.5538073,100
4.4759319,0,1927.9217,8.0756596,0
4.5068892,0,1925.9391,8.0673549,0
4.5378464,7.24626,1927.9217,8.0756596,0
4.5688036,0,1925.9391,8.0673549,0
4.5997608,7.24626,1927.9217,8.0756596,0
4.630718,0,1925.9391,8.0673549,0
4.6616753,7.24626,1927.9217,8.0756596,0
4.6926325,0,1925.9391,8.0673549,0
4.7235897,7.24626,1927.9217,8.0756596,0
4.7545469,0,1925.9391,8.0673549,0
4.7855042,7.24626,1927.9217,8.0756596,0
4.8164614,0,1925.9391,8.0673549,0
4.8474186,7.24626,1927.9217,8.0756596,0
4.8783758,0,1925.9391,8.0673549,0
4.9093331,7.24626,1927.9217,8.0756596,0
4.9402903,0,1925.9391,8.0673549,0
4.9712475,7.24626,1927.9217,8.0756596,0
5.0022047,0,1925.9391,8.0673549,0
5.033162,7.24626,1927.9217,8.0756596,0
5.0641192,0,1925.9391,8.0673549,0
5.0950764,7.24626,1927.9217,8.0756596,0
5.1260336,0,1925.9391,8.0673549,0
5.1570227,139.69871,2001.4732,8.3837512,0
5.1868423,139.89219,2074.0878,8.6879187,0
5.2156179,140.05902,2144.0939,8.9811596,0
5.2434539,140.2043,2211.7504,9.2645582,0
5.2704385,140.33189,2277.2753,9.5390287,0
5.2966466,140.44478,2340.855,9.8053504,0
5.3221429,140.54533,2402.6495,10.064195,0
5.3469834,140.63541,2462.7981,10.316145,0
5.3712173,140.71653,2521.4225,10.56171,0
5.3948877,140.78993,2578.63,10.80134,0
5.418033,140.85661,2634.5159,11.035434,0
5.4406873,140.91743,2689.1649,11.264348,0
5.4628812,140.97309,2742.6531,11.488398,0
5.4846423,141.0242,2795.049,11.707874,0
5.5059954,141.07126,2846.4144,11.923033,0
5.5269633,141.11471,2896.8057,12.134111,0
5.5475663,141.15492,2946.274,12.341324,0
5.5678235,141.19222,2994.8662,12.544866,0
5.5877519,141.22689,3042.6252,12.744919,0
5.6073676,141.25918,3089.5906,12.941647,0
5.6266851,141.28931,3135.7987,13.135203,0
5.6457179,141.31746,3181.2834,13.325729,0
5.6644786,141.34381,3226.0758,13.513355,0
5.6829788,141.36851,3270.205,13.698202,0
5.7012294,141.3917,3313.6979,13.880385,0
5.7192404,141.41348,3356.5799,14.060009,0
5.7370214,141.43398,3398.8745,14.237172,0
5.754581,141.45328,3440.6038,14.411968,0
5.7719277,141.47148,3481.7885,14.584481,0
5.7890692,141.48866,3522.4479,14.754795,0
5.8060129,141.50488,3562.6005,14.922986,0
5.8227655,141.52021,3602.2635,15.089126,0
5.8393338,141.47361,3641.4352,15.253208,0
5.8557238,140.42964,3679.8416,15.414084,0
5.8719427,139.40494,3717.5132,15.571883,0
5.8879973,138.39882,3754.4783,15.726722,0
5.9043898,0,3707.1834,15.528613,100
5.9210907,0,3640.8807,15.250886,100
5.9381168,0,3573.634,14.969203,100
5.9554864,0,3505.3862,14.683327,100
5.9732195,0,3436.0748,14.392996,100
5.9913383,0,3365.631,14.097922,100
6.0098675,0,3293.9787,13.797786,100
6.0288344,0,3221.0337,13.492234,100
6.0482696,0,3146.7019,13.180874,100
6.0682075,0,3070.878,12.863264,100
6.0886872,0,2993.4435,12.538907,100
6.1097529,0,2914.264,12.20724,100
6.1314556,0,2833.1864,11.867623,100
6.1538541,0,2750.0347,11.519318,100
6.177017,0,2664.6052,11.161472,100
6.2010255,0,2576.6599,10.793088,100
6.225034,0,2485.9176,10.412987,0
6.2490425,0,2483.92,10.40462,0
6.2730509,9.3980851,2485.9176,10.412987,0
6.2970594,0,2483.92,10.40462,0
6.3210679,9.3980851,2485.9176,10.412987,0
6.3450764,0,2483.92,10.40462,0
6.3690849,9.3980851,2485.9176,10.412987,0
6.3930933,0,2483.92,10.40462,0
6.4171018,9.3980851,2485.9176,10.412987,0
6.4411103,0,2483.92,10.40462,0
6.4651188,9.3980851,2485.9176,10.412987,0
6.4891273,0,2483.92,10.40462,0
6.5131357,9.3980851,2485.9176,10.412987,0
6.5371442,0,2483.92,10.40462,0
6.5611527,9.3980851,2485.9176,10.412987,0
6.5851612,0,2483.92,10.40462,0
6.6091697,9.3980851,2485.9176,10.412987,0
6.6331781,0,2483.92,10.40462,0
6.6571866,9.3980851,2485.9176,10.412987,0
6.6811951,0,2483.92,10.40462,0
6.7052036,9.3980851,2485.9176,10.412987,0
6.7292121,0,2483.92,10.40462,0
6.7532205,9.3980851,2485.9176,10.412987,0
6.777229,0,2483.92,10.40462,0
6.8012375,9.3980851,2485.9176,10.412987,0
6.825246,0,2483.92,10.40462,0
6.8492545,9.3980851,2485.9176,10.412987,0
6.8732629,0,2483.92,10.40462,0
6.8972714,9.3980851,2485.9176,10.412987,0
6.9212799,0,2483.92,10.40462,0
6.9453077,140.74359,2542.0264,10.648015,0
6.9687863,140.81448,2598.7512,10.885624,0
6.9917523,140.87898,2654.1858,11.117827,0
7.0142387,140.93788,2708.4116,11.344968,0
7.0362749,140.99186,2761.5019,11.567352,0
7.0578875,141.04146,2813.5227,11.785256,0
7.0791004,141.08718,2864.5338,11.998931,0
7.0999356,141.12943,2914.5895,12.208604,0
7.120413,141.16857,2963.7395,12.414483,0
7.1405508,141.2049,3012.0292,12.616758,0
7.1603657,141.23869,3059.5002,12.815604,0
7.1798731,141.27018,3106.1909,13.011182,0
7.1990874,141.29959,3152.1367,13.203639,0
7.2180216,141.32708,3197.3705,13.393114,0
7.2366879,141.35282,3241.9226,13.579734,0
7.2550976,141.37697,3285.8214,13.763616,0
7.2732615,141.39964,3329.0932,13.944873,0
7.2911892,141.42095,3371.7626,14.123606,0
