time,torque,rpm,vel
46.6734095,18498.446,2241.20089,12.1699771
46.6939665,18526.1729,2239.60401,12.1613058
46.7145235,18537.6319,2238.00712,12.1526346
46.7350952,18508.4012,2244.01373,12.1852511
46.7556118,18513.0051,2250.6445,12.221257
46.776068,18519.3333,2257.62983,12.2591881
46.7964608,18526.6098,2264.82787,12.2982743
46.8167889,18523.5806,2275.31762,12.3552348
46.8370232,18529.1973,2287.79137,12.4229688
46.8571472,18539.7559,2301.55861,12.4977264
46.8771509,18553.3594,2316.23561,12.5774242
46.8970278,18539.0794,2341.17083,12.7128253
46.916693,18555.5367,2371.24419,12.8761271
46.9361087,18586.1852,2404.41568,13.056252
46.9552566,18608.6738,2445.90045,13.2815191
46.9740798,18669.1773,2486.20699,13.5003882
46.9925978,18728.1224,2525.40578,13.7132422
47.0108283,18785.6377,2563.56063,13.9204274
47.0287875,18841.8345,2600.72947,14.1222584
47.0464901,18896.8098,2636.96508,14.3190219
47.0639494,18950.6483,2672.31576,14.5109802
47.0812747,18906.4755,2700.39727,14.6634659
47.0988474,18587.8992,2657.35754,14.4297553
47.1165287,18715.1849,2619.95313,14.2266451
47.1343648,18736.1033,2603.84737,14.139189
47.1523403,18698.8153,2581.26197,14.0165476
47.1704292,18712.7844,2561.23655,13.9078073
47.18853,18814.906,2545.1805,13.8206211
47.2066308,18883.4581,2543.50907,13.8115451
47.2247316,18893.7828,2541.83765,13.8024691
47.2428805,18857.7719,2538.44392,13.7840407
47.2610293,18875.0485,2536.77432,13.7749746
47.2791782,18885.3948,2535.10472,13.7659085
47.297339,18863.1564,2542.75064,13.8074267
47.3154452,18866.8934,2553.29013,13.8646574
47.3334766,18876.9203,2565.63851,13.9317105
47.3514213,18890.6204,2579.27304,14.0057475
47.3692711,18907.3776,2593.61187,14.083609
47.3870222,18924.9535,2608.81638,14.1661713
47.4046699,18944.2387,2624.7026,14.2524352
47.4222108,18964.8871,2641.13442,14.3416619
47.4396425,18992.4267,2654.52112,14.4143532
47.4569863,19015.3392,2665.00851,14.4713009
47.4742619,19034.7791,2672.18551,14.5102729
47.4914911,19051.3131,2674.95296,14.5253004
47.5087024,19039.7298,2687.64609,14.5942256
47.5258325,19051.3143,2704.35707,14.6849681
47.5428567,19071.0435,2723.71007,14.7900571
47.5601735,18692.2102,2705.47276,14.6910265
47.5778224,18484.1873,2658.6715,14.4368903
47.5958321,18387.9993,2608.62957,14.1651568
47.614226,18301.8443,2556.37745,13.8814218
47.6330298,18219.4778,2502.97561,13.5914438
47.6522721,18136.0107,2448.41535,13.2951753
47.6719848,18051.0295,2392.62455,12.9922249
47.6922057,17962.8581,2335.52197,12.6821514
47.7129669,17880.8472,2276.83212,12.3634588
47.7342956,17809.5094,2217.58255,12.0417268
47.7561893,17768.5594,2158.56563,11.7212582
47.7780992,18183.6541,2102.87438,11.4188484
47.8000092,18378.6138,2101.30504,11.4103267
47.8219192,18390.7273,2099.73571,11.401805
47.8438455,18177.2202,2148.07981,11.664319
47.8652784,18257.5134,2192.05604,11.9031149
47.8862813,18333.7228,2230.87954,12.113931
47.9068953,18438.1657,2260.15162,12.2728818
47.9277384,18227.1411,2233.41246,12.127685
47.9487832,18235.1471,2208.8631,11.9943792
47.9700126,18241.3742,2187.68949,11.8794041
47.9914322,18225.7722,2168.67047,11.7761286
48.0130481,18201.4651,2149.41546,11.6715717
48.0348672,18176.5299,2129.89111,11.5655523
48.0568793,18165.5655,2110.05588,11.4578447
48.0790793,18157.1635,2091.55762,11.357397
48.1014567,18151.962,2073.85845,11.2612885
48.1239912,18157.5505,2057.40571,11.1719483
48.1465429,18263.7903,2043.07337,11.094122
48.1690945,18317.7308,2041.5144,11.0856566
48.1918621,18184.741,2033.93446,11.0444967
48.2147556,18164.9641,2022.15581,10.9805372
48.2376669,18242.6122,2011.02623,10.9201024
48.2605782,18285.8267,2009.47239,10.9116649
48.2834894,18298.441,2007.91856,10.9032274
48.3064184,18265.4438,2012.75928,10.9295131
48.3292922,18272.2971,2017.20746,10.9536672
48.3521157,18277.5417,2021.51012,10.9770311
48.3748905,18282.1879,2025.7609,11.0001133
48.3976175,18228.6365,2042.18981,11.0893242
48.4201617,18227.3473,2062.82661,11.2013844
48.4424804,18239.4588,2085.98839,11.3271555
48.4645513,18219.6664,2120.00759,11.5118836
48.4862679,18247.0544,2157.57197,11.7158625
48.5076065,18286.2476,2197.26012,11.9313737
48.5285597,18332.5519,2238.25407,12.1539755
48.5491291,18375.6807,2282.3243,12.3932819
48.5693013,18433.5249,2326.75817,12.6345629
48.5890883,18496.4566,2370.30263,12.8710143
48.6085118,18559.0133,2412.78668,13.1017075
48.6275933,18620.8713,2454.03049,13.3256662
48.6463541,18681.0528,2494.11071,13.5433063
48.6648134,18739.7031,2533.09642,13.7550032
48.6829886,18796.947,2571.05018,13.9610964
48.7008955,18852.8929,2608.02883,14.1618948
48.7185485,18907.635,2644.08424,14.3576798
48.7359608,18961.2561,2679.26386,14.5487091
48.7531444,19013.8293,2713.61125,14.7352194
48.7701106,19065.4191,2747.1665,14.9174282
48.7868695,19116.0832,2779.96662,15.0955366
48.8034307,19165.8732,2812.04587,15.2697306
48.8198029,19214.8353,2843.43601,15.4401827
48.8359945,19263.0113,2874.16657,15.6070531
48.8520129,19310.4392,2904.26505,15.7704913
48.8678653,19358.4442,2931.45901,15.9181576
48.8835706,19402.8129,2953.48765,16.0377757
48.8991588,19438.0998,2971.76181,16.1370064
48.9146511,19467.001,2987.20618,16.2208711
48.9300634,19491.5195,2999.35775,16.2868556
48.9454132,19511.0305,3007.35258,16.3302684
48.9607222,19524.925,3007.44608,16.3307761
48.9760307,19523.8975,3012.54958,16.3584887
48.9913133,19531.8166,3016.47028,16.3797785
49.0066246,19477.0871,3013.60694,16.3642303
49.021969,19450.1529,3006.89926,16.3278068
49.037345,19443.6819,3000.40622,16.2925488
49.05275,19439.6595,2994.24037,16.2590676
49.0681643,19458.8188,2988.61812,16.2285381
49.0835785,19486.0442,2986.81368,16.2187398
49.0989928,19495.1705,2985.00924,16.2089415
49.1144164,19490.7303,2988.80612,16.229559
49.1298204,19496.1469,2993.37003,16.2543415
49.1452009,19502.8069,2998.46522,16.282009
49.1605553,19510.3287,3003.95241,16.3118051
49.1758816,19518.4896,3009.7393,16.3432285
49.1911784,19527.3239,3014.92999,16.3714146
49.206449,19535.1735,3019.9222,16.3985229
49.2216942,19542.7235,3024.74897,16.4247328
49.2369152,19550.0253,3029.43895,16.4501999
49.2521126,19556.5789,3037.84064,16.495822
49.2672679,19569.2108,3048.10715,16.5515703
49.2823722,19584.9149,3059.74761,16.6147794
49.2974191,19602.92,3072.46375,16.6838295
49.3124036,19622.7609,3086.05144,16.7576122
49.3273222,19644.1133,3100.27177,16.8348302
49.3421724,19666.6036,3115.02003,16.914915
49.3569523,19690.0703,3130.21966,16.9974507
49.3716603,19714.3952,3145.80793,17.0820968
49.3862955,19739.4818,3161.73267,17.1685699
49.400857,19765.2497,3177.94991,17.2566314
49.4153442,19791.1137,3193.16472,17.3392495
49.4297624,19815.8754,3208.48606,17.4224462
49.4441117,19840.926,3223.9,17.5061456
49.4583924,19866.2437,3239.39424,17.5902811
49.4726048,19891.8091,3254.9579,17.6747936
49.4867492,19918.209,3271.47042,17.7644584
49.5008223,19946.1309,3288.54746,17.8571887
49.5148222,19975.1356,3306.11294,17.9525713
49.5287478,20005.1082,3324.10356,18.0502624
49.542598,20035.9526,3342.46594,18.1499723
49.5563721,20067.3136,3360.87461,18.2499334
49.5700708,20098.4751,3378.90172,18.3478227
49.5836964,20129.1105,3396.5627,18.4437239
49.5972512,20159.2406,3413.87255,18.5377183
49.6107372,20188.886,3430.8458,18.629885
49.6241565,20218.0666,3447.49652,18.7203003
49.637511,20248.73,3465.29396,18.8169425
49.6507969,20281.6376,3484.2062,18.919638
49.6640107,20316.4948,3504.01272,19.0271897
49.6771497,20351.4693,3523.54349,19.1332441
49.690216,20386.1107,3542.8053,19.2378379
49.7032112,20420.4254,3561.80464,19.3410065
49.7161371,20454.4196,3580.54779,19.4427839
49.7289954,20488.0992,3599.04077,19.5432029
49.7417875,20521.4698,3617.28938,19.6422949
49.7545152,20554.5369,3635.29922,19.7400904
49.7671798,20587.3058,3653.07567,19.8366186
49.7797827,20619.7816,3670.62394,19.9319077
49.7923254,20651.969,3687.94905,20.025985
49.8048092,20683.873,3705.05584,20.1188769
49.8172353,20715.498,3721.94899,20.2106086
49.8296051,20746.8485,3738.63303,20.3012048
49.8419196,20777.9287,3755.11232,20.3906893
49.8541801,20808.7429,3771.39111,20.4790849
49.8663877,20839.295,3787.47347,20.566414
49.8785434,20869.5889,3803.36339,20.6526981
49.8906484,20899.6284,3819.0647,20.737958
49.9027036,20929.4172,3834.58111,20.8222139
49.91471,20958.9589,3849.91624,20.9054854
49.9266686,20988.2569,3865.07358,20.9877915
49.9385803,21017.3146,3880.05652,21.0691506
49.9506369,20603.9003,3853.10289,20.9227893
49.962795,20507.6431,3818.60603,20.7354674
49.9750547,20467.0484,3786.74271,20.5624459
49.9874167,20413.9957,3755.34598,20.3919581
49.9998811,20361.6937,3724.29836,20.223366
50.0124481,20311.4316,3693.66678,20.057033
50.0251172,20263.5217,3663.53246,19.8934002
50.0378876,20218.3625,3633.99513,19.7330091
50.0507582,20175.7155,3605.17899,19.5765341
50.0637281,20134.6125,3577.10688,19.4240994
50.0767956,20095.6106,3549.73284,19.2754552
50.0899585,20060.2044,3523.19667,19.1313608
50.1032134,20029.2066,3497.67685,18.9927852
50.1165554,20003.7881,3473.40778,18.8610014
50.1299824,19979.048,3450.70982,18.7377489
50.143493,19950.3971,3428.895,18.6192919
50.1570858,19921.7492,3407.64999,18.5039291
50.1707585,19895.6003,3387.068,18.3921666
50.1845082,19872.4334,3367.26485,18.2846331
50.1983313,19852.9229,3348.3882,18.1821308
50.212224,19836.1176,3330.63316,18.0857189
50.2261835,19819.3513,3313.94436,17.9950968
50.2402064,19803.7143,3298.06477,17.9088688
50.2542879,19792.1869,3283.16826,17.8279791
50.2684215,19786.376,3269.50165,17.7537678
50.2825974,19789.7381,3257.45142,17.6883337
50.2967814,19834.0664,3247.75395,17.6356753
50.3109655,19882.8908,3245.86257,17.6254049
50.3251496,19891.4612,3243.9712,17.6151345
50.3393419,19893.6722,3250.53097,17.6507549
50.3535056,19904.3442,3257.12188,17.6865442
50.3676407,19915.0859,3263.73879,17.7224748
50.381747,19925.8892,3270.3773,17.7585227
50.3958248,19936.7475,3277.03368,17.7946676
50.4098739,19947.6549,3283.70469,17.8308919
50.4238945,19959.1568,3291.10886,17.8710974
50.4378836,19971.7254,3298.99387,17.9139139
50.4518392,19985.0762,3307.28032,17.9589103
50.4657599,19999.0933,3315.90669,18.0057525
50.4796444,20013.6863,3324.82395,18.0541742
50.4934916,20028.7821,3333.99218,18.1039588
50.5073007,20045.7732,3344.92514,18.163326
50.5210647,20065.389,3357.09704,18.2294208
50.5347788,20087.0262,3370.27711,18.3009901
50.5484393,20110.3633,3384.29853,18.377128
50.5620431,20135.1628,3399.0343,18.4571449
50.575588,20161.2408,3414.38423,18.5404968
50.589072,20188.6566,3430.43641,18.6276619
50.6024929,20217.1262,3446.90928,18.7171115
50.6158497,20246.4364,3463.75329,18.8085764
50.6291415,20276.5129,3480.92606,18.9018265
50.6423677,20307.2918,3498.39099,18.9966631
50.6555279,20338.7177,3516.11624,19.0929132
50.6686218,20370.8042,3534.11398,19.190643
50.681649,20403.2517,3552.19021,19.288799
50.6946099,20435.9903,3570.33588,19.3873321
50.7075049,20469.0056,3588.54282,19.4861979
50.7203345,20502.2847,3606.80362,19.5853561
50.7330991,20535.5197,3624.95038,19.683895
50.7457999,20568.4598,3642.86066,19.7811499
50.7584382,20601.1038,3660.5398,19.8771497
50.7710154,20633.4568,3677.99289,19.971922
50.783533,20665.5236,3695.2249,20.0654937
50.7959922,20697.3088,3712.24059,20.1578909
50.8083943,20728.8169,3729.04458,20.2491385
50.8207405,20760.0524,3745.64133,20.3392607
50.833032,20791.0193,3762.03514,20.428281
50.8452699,20821.722,3778.2302,20.516222
50.8574554,20852.1642,3794.23053,20.6031056
50.8695895,20882.3498,3810.04006,20.6889532
50.8816732,20912.2827,3825.66257,20.7737852
50.8937076,20941.9663,3841.10172,20.8576215
50.9056937,20971.4043,3856.36109,20.9404816
50.9176323,21000.6001,3871.44411,21.0223842
50.9295243,21029.557,3886.35415,21.1033474
50.9413708,21058.2782,3901.09444,21.1833889
50.9531725,21086.767,3915.66815,21.2625258
50.9649303,21115.0263,3930.07835,21.3407748
50.9766449,21143.0593,3944.328,21.418152
50.9883173,21170.8688,3958.42,21.4946732
50.9999481,21198.4577,3972.35717,21.5703537
51.011538,21225.8289,3986.14225,21.6452082
51.0230879,21252.9849,3999.77788,21.7192513
51.0345985,21279.9285,4013.26668,21.7924969
51.0460703,21306.6622,4026.61114,21.8649589
51.0575041,21333.1887,4039.81374,21.9366505
51.0689006,21359.5104,4052.87685,22.0075847
51.0802603,21385.6297,4065.80281,22.0777742
51.0915839,21411.549,4078.5939,22.1472312
51.1028405,21493.1516,4090,22.2091677
51.1140971,21419.2505,4090,22.2091677
51.1253537,21419.2505,4090,22.2091677
51.1366104,21419.2505,4090,22.2091677
51.147867,21419.2505,4090,22.2091677
51.1591236,21419.2505,4090,22.2091677
51.1703802,21419.2505,4090,22.2091677
51.1816368,21419.2505,4090,22.2091677
51.1928934,21419.2505,4090,22.2091677
51.20415,21419.2505,4090,22.2091677
51.2154067,21419.2505,4090,22.2091677
51.2266633,21419.2505,4090,22.2091677
51.2380366,21188.6551,4086.66738,22.1910711
51.249428,21052.3413,4048.02551,21.9812414
51.2609168,21100.5757,4041.61858,21.946451
51.2725027,20859.1535,4007.32438,21.7602296
51.2841841,20804.1168,3973.77299,21.5780417
51.2959584,20755.5984,3941.24744,21.4014243
51.3078205,20716.6405,3910.17437,21.232694
51.3197612,20693,3881.24057,21.0755801
51.3317675,20689.7932,3855.67608,20.936762
51.3438365,20683.7942,3834.6262,20.8224587
51.3559647,20660.4411,3814.68042,20.7141509
51.3681473,20642.9713,3796.073,20.6131104
51.3803776,20633.5627,3779.13544,20.5211376
51.3926456,20636.7872,3764.38438,20.4410376
51.4049205,20686.7709,3752.79949,20.3781304
51.4171953,20751.1034,3750.72546,20.3668681
51.4294702,20758.7547,3748.65142,20.3556058
51.4417518,20768.759,3752.70059,20.3775933
51.4540202,20773.4349,3755.49012,20.3927408
51.466304,20723.6637,3752.38783,20.375895
51.4785946,20720.6698,3747.97783,20.3519482
51.4908853,20742.2223,3745.90561,20.3406958
51.5031759,20749.8817,3743.83338,20.3294433
51.5154733,20755.0987,3745.78844,20.3400595
51.5277643,20762.1712,3749.2768,20.3590017
51.5400439,20770.9475,3753.77886,20.3834485
51.5523088,20781.0835,3759.04792,20.41206
51.5645564,20792.3396,3764.93276,20.4440154
51.576785,20804.5436,3771.32915,20.4787485
51.5889927,20817.5655,3778.16008,20.5158413
51.6011784,20830.7683,3785.13869,20.5537359
51.6133417,20845.1672,3792.63907,20.5944638
51.6254809,20860.4273,3800.58896,20.6376327
51.6375947,20876.4506,3808.93123,20.6829321
51.6496819,20893.1572,3817.61938,20.7301098
51.6617417,20910.4803,3826.61487,20.7789563
51.6737731,20928.4175,3835.90681,20.8294126
51.6857753,20945.7585,3845.01242,20.8788571
51.6977492,20962.7965,3853.9409,20.9273397
51.7096953,20979.5472,3862.70118,20.9749091
51.7216143,20996.0257,3871.30192,21.0216121
51.7335068,21012.2468,3879.75148,21.0674942
51.7453734,21028.2248,3888.05795,21.1125992
51.7572147,21044.718,3896.50645,21.1584755
51.7690303,21061.8018,3905.19792,21.2056712
51.7808196,21079.3419,3914.10863,21.2540574
51.792582,21097.3023,3923.21795,21.3035221
51.8043172,21115.6512,3932.50782,21.3539671
51.8160246,21134.3604,3941.96229,21.405306
51.827704,21153.405,3951.5672,21.4574617
51.8393549,21173.8121,3961.67527,21.5123497
51.8509761,21195.5204,3972.36554,21.5703991
51.8625661,21218.272,3983.56968,21.6312389
51.8741235,21241.9713,3995.23142,21.6945634
51.8856471,21266.5374,4007.30353,21.7601164
51.897136,21291.9012,4019.74578,21.8276792
51.9085893,21318.0025,4032.5235,21.8970637
51.9200064,21344.9665,4045.66353,21.9684155
51.9313864,21371.1975,4058.66512,22.0390157
51.9427299,21397.2272,4071.53058,22.1088766
51.9540376,21423.058,4084.26215,22.1780105
51.9652942,21456.4523,4090,22.2091677
51.9765508,21419.2505,4090,22.2091677
51.9878074,21419.2505,4090,22.2091677
51.999064,21419.2505,4090,22.2091677
52.0103206,21419.2505,4090,22.2091677
52.0215772,21419.2505,4090,22.2091677
52.0328339,21419.2505,4090,22.2091677
52.0440905,21419.2505,4090,22.2091677
52.0553471,21419.2505,4090,22.2091677
52.0666037,21419.2505,4090,22.2091677
52.0778603,21419.2505,4090,22.2091677
52.0891169,21419.2505,4090,22.2091677
52.1003735,21419.2505,4090,22.2091677
52.1116301,21419.2505,4090,22.2091677
52.1228868,21419.2505,4090,22.2091677
52.1341434,21419.2505,4090,22.2091677
52.1454,21419.2505,4090,22.2091677
52.1566566,21419.2505,4090,22.2091677
52.1679132,21419.2505,4090,22.2091677
52.1791698,21419.2505,4090,22.2091677
52.1904264,21419.2505,4090,22.2091677
52.201683,21419.2505,4090,22.2091677
52.2129397,21419.2505,4090,22.2091677
52.2241963,21419.2505,4090,22.2091677
52.2354529,21419.2505,4090,22.2091677
52.2467095,21419.2505,4090,22.2091677
52.2579661,21419.2505,4090,22.2091677
52.2692227,21419.2505,4090,22.2091677
52.2804793,21419.2505,4090,22.2091677
52.291736,21419.2505,4090,22.2091677
52.3029926,21419.2505,4090,22.2091677
52.3142492,21419.2505,4090,22.2091677
52.3255058,21419.2505,4090,22.2091677
52.3367624,21419.2505,4090,22.2091677
52.348019,21419.2505,4090,22.2091677
52.3592756,21419.2505,4090,22.2091677
52.3705322,21419.2505,4090,22.2091677
52.3817889,21419.2505,4090,22.2091677
52.3930455,21419.2505,4090,22.2091677
52.4043021,21419.2505,4090,22.2091677
52.4155587,21419.2505,4090,22.2091677
52.4268153,21419.2505,4090,22.2091677
52.4380719,21419.2505,4090,22.2091677
52.4493285,21419.2505,4090,22.2091677
52.4605851,21419.2505,4090,22.2091677
52.4718418,21419.2505,4090,22.2091677
52.4830984,21419.2505,4090,22.2091677
52.494355,21419.2505,4090,22.2091677
52.5056116,21419.2505,4090,22.2091677
52.5168682,21419.2505,4090,22.2091677
52.5281248,21419.2505,4090,22.2091677
52.5393814,21419.2505,4090,22.2091677
52.550638,21419.2505,4090,22.2091677
52.5618947,21419.2505,4090,22.2091677
52.5731513,21419.2505,4090,22.2091677
52.5844079,21419.2505,4090,22.2091677
52.5956645,21419.2505,4090,22.2091677
52.6069211,21419.2505,4090,22.2091677
52.6181777,21419.2505,4090,22.2091677
52.6294343,21419.2505,4090,22.2091677
52.6406909,21419.2505,4090,22.2091677
52.6519476,21419.2505,4090,22.2091677
52.6632042,21419.2505,4090,22.2091677
52.6744608,21419.2505,4090,22.2091677
52.6857174,21419.2505,4090,22.2091677
52.696974,21419.2505,4090,22.2091677
52.7082306,21419.2505,4090,22.2091677
52.7194872,21419.2505,4090,22.2091677
52.7307438,21419.2505,4090,22.2091677
52.7420005,21419.2505,4090,22.2091677
52.7532571,21419.2505,4090,22.2091677
52.7645137,21419.2505,4090,22.2091677
52.7757703,21419.2505,4090,22.2091677
52.7870269,21419.2505,4090,22.2091677
52.7982835,21419.2505,4090,22.2091677
52.8095401,21419.2505,4090,22.2091677
52.8207968,21419.2505,4090,22.2091677
52.8320534,21419.2505,4090,22.2091677
52.84331,21419.2505,4090,22.2091677
52.8545666,21419.2505,4090,22.2091677
52.8658232,21419.2505,4090,22.2091677
52.8770798,21419.2505,4090,22.2091677
52.8883364,21419.2505,4090,22.2091677
52.899593,21419.2505,4090,22.2091677
52.9108497,21419.2505,4090,22.2091677
52.9221063,21419.2505,4090,22.2091677
52.9333629,21419.2505,4090,22.2091677
52.9446195,21419.2505,4090,22.2091677
52.9558761,21419.2505,4090,22.2091677
52.9671327,21419.2505,4090,22.2091677
52.9783893,21419.2505,4090,22.2091677
52.9896459,21419.2505,4090,22.2091677
53.0009026,21419.2505,4090,22.2091677
53.0121592,21419.2505,4090,22.2091677
53.0234158,21419.2505,4090,22.2091677
53.0346724,21419.2505,4090,22.2091677
53.045929,21419.2505,4090,22.2091677
53.0571856,21419.2505,4090,22.2091677
53.0684422,21419.2505,4090,22.2091677
53.0798433,21100.6992,4075.34043,22.1295645
53.0913511,20880.7789,4038.19428,21.9278567
53.1029687,20803.6803,4000.71559,21.7243431
53.1146994,20726.4497,3962.90093,21.5190052
53.1265464,20648.9263,3924.72272,21.3116931
53.1385134,20571.2396,3886.15853,21.1022852
53.1506041,20493.5441,3847.20828,20.8907809
53.1628222,20415.8458,3807.87092,20.6771745
53.1751718,20337.9949,3768.14439,20.4614549
53.1876573,20260,3727.99742,20.2434523
53.2002831,20182.0771,3687.43909,20.0232159
53.2130539,20104.166,3646.46684,19.8007319
53.2259745,20026.2666,3605.07683,19.5759794
53.2390499,19948.6961,3563.26399,19.3489309
53.2522854,19871.4841,3521.07835,19.119858
53.2656864,19794.2537,3478.50109,18.8886587
53.2792589,19717.0251,3435.51848,18.6552582
53.2930091,19639.7842,3392.1159,18.4195772
53.3069487,19555.4026,3348.2778,18.1815313
53.3210848,19470.1918,3302.78636,17.9345076
53.3354244,19392.1983,3256.8937,17.6853052
53.3499732,19317.6186,3210.6449,17.4341689
53.3647252,19261.6189,3164.49723,17.1835818
53.3796819,19212.552,3120.89902,16.9468386
53.3948393,19164.0285,3078.18735,16.7149093
53.4101787,19142.2437,3037.4255,16.4935678
53.4256901,19129.0657,3001.3951,16.2979186
53.4413746,19096.4602,2968.11616,16.1172101
53.4572324,19055.4209,2935.35753,15.939327
53.4732629,19017.7178,2903.26168,15.7650429
53.4894696,18976.9052,2872.01325,15.5953603
53.5058572,18931.9244,2840.76638,15.4256863
53.5224303,18886.8007,2809.4155,15.2554474
53.5391937,18842.0745,2777.96797,15.0846837
53.5561481,18802.438,2746.43306,14.9134456
53.5732917,18769.5872,2715.49433,14.7454447
53.5906209,18742.089,2685.51089,14.5826312
53.6081284,18720.8626,2656.77399,14.4265865
53.6258168,18693.5336,2629.69431,14.2795408
53.6436821,18667.1431,2602.81628,14.13359
53.6617178,18648.7592,2577.03455,13.9935923
53.6799131,18637.707,2552.69109,13.8614045
53.6982716,18616.4446,2530.2923,13.7397765
53.7167882,18595.7996,2507.80622,13.6176745
53.7354546,18584.1968,2486.40119,13.5014427
53.754263,18575.2403,2466.44026,13.3930526
53.7732311,18542.4739,2447.8119,13.2918985
53.7923777,18494.0023,2427.21284,13.1800433
53.8117231,18442.4869,2404.58433,13.0571678
53.831269,18406.9983,2379.86894,12.9229605
53.8510149,18383.3027,2355.45375,12.7903832
53.8709585,18363.0477,2331.59912,12.6608498
53.8910947,18346.7987,2308.49415,12.5353872
53.9114267,18325.4187,2286.40421,12.4154363
53.931941,18315.6433,2264.39209,12.295908
53.9526139,18323.3306,2244.26309,12.1866052
53.9733945,18361.357,2227.04264,12.0930962
53.994307,18348.2343,2215.50898,12.0304671
54.0153394,18336.0783,2201.52954,11.9545571
54.0364659,18350.8016,2188.98172,11.886421
54.0576078,18418.9131,2179.23415,11.8334906
54.0787496,18458.9082,2177.65018,11.8248895
54.0998915,18470.6472,2176.06621,11.8162883
54.1210413,18466.1301,2176.82813,11.8204257
54.1421911,18469.7712,2175.24433,11.8118254
54.1633563,18457.1814,2176.4105,11.8181579
54.1845102,18398.3683,2192.95041,11.9079715
54.2055046,18400.2352,2214.12153,12.0229331
54.2262982,18415.3041,2238.13464,12.153327
54.2468687,18411.1864,2271.7886,12.3360719
54.2671344,18442.9156,2308.95821,12.5379071
54.287074,18485.326,2348.24361,12.7512313
54.3066799,18534.2445,2388.84062,12.9716777
54.3259527,18585.9919,2430.77815,13.1994033
54.3448929,18647.1052,2471.50961,13.4205798
54.363521,18706.6077,2511.10821,13.6356047
54.3818554,18764.6353,2549.64013,13.8448374
54.3999127,18821.3052,2587.16534,14.0486036
54.417708,18876.7194,2623.73847,14.2471999
54.435518,18695.4684,2633.43831,14.2998711
54.4536539,18405.5545,2585.04941,14.0371139
54.4720911,18389.6466,2538.58502,13.7848069
54.4907683,18427.01,2497.09348,13.5595031
54.5096791,18436.377,2465.01597,13.3853186
54.5288114,18422.4816,2434.55717,13.2199238
54.5481424,18423.2852,2406.38916,13.0669683
54.5676792,18403.7644,2381.64147,12.9325855
54.5873985,18398.2212,2356.55475,12.7963617
54.6072549,18429.8028,2334.74549,12.677935
54.6271898,18488.0752,2318.61881,12.5903653
54.6472013,18505.6096,2309.49452,12.5408193
54.6672855,18500.7123,2300.6521,12.492804
54.6873837,18547.4362,2292.3339,12.4476352
54.707482,18583.0977,2290.72571,12.4389025
54.7275802,18594.3401,2289.11752,12.4301699
54.7476925,18555.2845,2298.66302,12.4820031
54.7677214,18562.4237,2309.47233,12.5406988
54.7876565,18572.5972,2321.12425,12.6039701
54.8074915,18566.2689,2339.27484,12.7025298
54.8271726,18579.2772,2360.57188,12.8181752
54.8466762,18599.9753,2384.00957,12.9454446
54.865988,18616.7305,2412.25514,13.0988212
54.8850737,18647.3547,2443.01,13.2658237
54.9039191,18684.3355,2475.49348,13.4422127
54.9225172,18723.4728,2510.18956,13.6306163
54.9408583,18769.0043,2546.0829,13.8255213
54.9589408,18817.847,2582.80387,14.0249203
54.9767662,18870.2665,2619.48626,14.2241099
54.994342,18924.647,2655.2608,14.4183698
55.011681,18977.9305,2690.17368,14.6079507
55.028795,19030.1871,2724.26731,14.793083
55.0456947,19081.4794,2757.58078,14.9739789
55.0623904,19131.8628,2790.1502,15.1508346
55.0788911,19181.3871,2822.00901,15.3238316
55.0952056,19230.0973,2853.18825,15.4931384
55.1113417,19278.0337,2883.71678,15.6589118
55.1273071,19325.233,2913.62151,15.821298
55.1431086,19371.7287,2942.92759,15.9804333
55.1587527,19417.5513,2971.65851,16.1364455
55.1742456,19462.7287,2999.83633,16.2894543
55.1895929,19507.2865,3027.48173,16.439572
55.2048002,19551.2484,3054.61417,16.5869042
55.2198723,19594.6363,3081.25196,16.7315505
55.2348141,19637.4703,3107.41239,16.8736046
55.2496302,19679.7692,3133.11177,17.0131551
55.2643247,19721.5506,3158.36552,17.1502859
55.2789017,19762.8307,3183.18824,17.2850761
55.293365,19803.6249,3207.59378,17.417601
55.3077183,19843.9474,3231.59527,17.5479318
55.321965,19883.8116,3255.20518,17.6761363
55.3361084,19923.2302,3278.43538,17.802279
55.3501515,19962.215,3301.29715,17.926421
55.3640974,20000.7773,3323.80126,18.0486209
55.3779489,20038.9278,3345.95795,18.1689343
55.3917086,20076.6764,3367.77703,18.2874144
55.4053792,20114.0327,3389.26785,18.404112
55.4189632,20151.0059,3410.43934,18.5190756
55.4324628,20187.6044,3431.30007,18.6323518
55.4458803,20223.8365,3451.85823,18.7439849
55.4592179,20259.7101,3472.12168,18.8540177
55.4724777,20295.2327,3492.09793,18.9624911
55.4856616,20330.4113,3511.79422,19.0694442
55.4987716,20365.2529,3531.21748,19.1749147
55.5118094,20399.7639,3550.37439,19.2789389
55.524777,20433.9507,3569.27135,19.3815516
55.5376758,20467.8194,3587.91454,19.4827862
55.5505077,20501.3757,3606.30988,19.582675
55.563274,20534.6253,3624.4631,19.6812491
55.5759765,20567.5735,3642.37971,19.7785383
55.5886165,20600.2255,3660.06502,19.8745716
55.6011953,20632.5863,3677.52416,19.9693767
55.6137145,20664.6607,3694.76208,20.0629806
55.6261753,20696.4534,3711.78355,20.1554091
