time,torque,rpm,vel,brake_pos
0.011256613,159.83745,3502.2265,19.017491,0
0.024402406,156.37371,3521.7821,19.123679,0
0.037475204,155.33897,3541.068,19.228404,0
0.050476803,154.31824,3560.0909,19.331701,0
0.06340893,153.31119,3578.8571,19.433603,0
0.076273245,152.31749,3597.3725,19.534144,0
0.089071349,151.33685,3615.6431,19.633355,0
0.10180478,150.36896,3633.6743,19.731267,0
0.11447503,149.41355,3651.4718,19.827909,0
0.12708352,148.47034,3669.0405,19.92331,0
0.13963163,147.53907,3686.3857,20.017496,0
0.15212071,146.61947,3703.5121,20.110494,0
0.16455203,145.71131,3720.4244,20.20233,0
0.17692684,144.81433,3737.1273,20.293028,0
0.18924634,143.92832,3753.625,20.382613,45.982812
0.2015117,143.05304,3769.9218,20.471106,45.619124
0.21372403,142.18829,3786.0218,20.558531,45.235475
0.22588443,141.33384,3801.929,20.644909,44.830091
0.23799396,140.4895,3817.6473,20.730261,44.400978
0.25005362,139.65507,3833.1804,20.814608,44.263292
0.26206442,138.83035,3848.5318,20.897968,42.956897
0.2740273,138.01516,3863.7051,20.980361,41.513201
0.28594321,137.20933,3878.7038,21.061805,39.905275
0.29781303,136.41267,3893.531,21.142319,38.097261
0.30966167,79.111537,3901.2059,21.183994,34.467002
0.32155562,0,3885.6412,21.099476,32.452735
0.33349247,0,3870.8362,21.019083,30.106468
0.34546916,0,3856.9261,20.94355,27.302653
0.35748171,0,3844.0962,20.873882,23.814998
0.36952456,0,3832.6218,20.811574,19.143321
0.38160606,0,3822.9765,20.759199,25.657134
0.39373096,0,3810.7476,20.692795,29.174717
0.40590379,0,3797.1075,20.618728,32.411668
0.41812891,0,3782.1582,20.537551,35.430407
0.43041063,0,3765.9768,20.449685,38.271195
0.44274734,0,3748.6244,20.355459,36.569037
0.45513592,0,3731.9142,20.264721,33.777594
0.46757233,0,3716.2894,20.179877,30.393322
0.48005114,0,3701.9973,20.102269,26.093305
0.49256446,0,3689.4169,20.033956,20.097988
0.50509613,0,3679.2443,19.978717,8.2623929
0.51765107,0,3673.8554,19.949455,11.763152
0.53022851,0,3667.0463,19.912481,11.139559
0.5428274,0,3660.4868,19.876862,10.328611
0.55544626,0,3654.2537,19.843015,9.2187643
0.5680828,0,3648.4695,19.811607,7.5366369
0.58072639,0,3643.3682,19.783906,0
0.59336998,0.010001354,3641.335,19.772865,0
0.60601357,0.0043005875,3639.3017,19.761825,0
0.61866422,40.127397,3642.5751,19.779599,0
0.63133106,47.182186,3646.789,19.802481,24.78905
0.64404699,0,3634.6529,19.736581,29.378286
0.65681841,0,3620.6195,19.660378,33.451241
0.66965452,0,3604.8861,19.574944,39.259903
0.68256374,0,3586.7219,19.47631,44.328883
0.69555393,0,3566.408,19.366003,48.772226
0.70863256,0,3544.1792,19.245298,52.734616
0.72180688,0,3520.2116,19.115151,56.309193
0.735084,0,3494.6429,18.97631,59.56066
0.74846742,0,3467.5844,18.82938,60.386395
0.76196098,0,3440.0436,18.67983,61.320645
0.77556873,0,3411.9646,18.527358,62.264387
0.78929495,0,3383.3325,18.371882,63.217104
0.80314415,0,3354.1321,18.213321,64.178254
0.8171211,0,3324.3475,18.051587,65.147269
0.83122668,0,3293.9624,17.886593,63.949313
0.8454614,0,3263.9225,17.723473,62.567796
0.85982529,0,3234.3148,17.562699,61.004505
0.87431786,0,3205.2275,17.404752,59.219058
0.88893787,0,3176.7696,17.250222,57.157221
0.90368314,0,3149.0776,17.099852,54.743779
0.91855707,0,3122.3256,16.954585,54.958516
0.93356122,0,3095.3196,16.807939,54.30979
0.94869705,0,3068.4538,16.662055,53.599017
0.96396585,0,3041.7586,16.517097,52.816659
0.97936869,0,3015.2696,16.373259,51.951077
0.99490062,0,2989.029,16.230769,48.678132
1.0105608,0,2964.187,16.095874,47.202617
1.0263478,0,2939.9075,15.964034,45.503067
1.0422589,0,2916.3081,15.835887,43.518813
1.0582905,0,2893.5384,15.712244,41.161593
1.0744372,0,2871.7942,15.594171,38.29489
1.0907086,0,2851.3422,15.483114,40.975586
1.1071056,0,2829.4658,15.364323,40.313862
1.1236287,0,2807.7993,15.246671,39.565994
1.1402777,0,2786.3888,15.13041,38.714528
1.1570525,0,2765.2902,15.015842,37.736757
1.1739603,0,2744.5721,14.903341,39.239196
1.191012,0,2722.9781,14.786082,41.692672
1.2082191,0,2700.0026,14.661323,44.158755
1.2255941,0,2675.6099,14.528868,46.631811
1.2431501,0,2649.7635,14.388519,49.106501
1.2608919,0,2622.4262,14.240074,48.902039
1.278824,0,2594.9812,14.091045,48.673822
1.2969512,0,2567.4367,13.941475,48.422295
1.3152785,0,2539.8011,13.79141,48.143729
1.3338106,0,2512.085,13.640909,47.833626
1.3525503,0,2484.3019,13.490043,46.902478
1.3714955,0,2456.7937,13.340671,44.926407
1.3906414,0,2430.1529,13.196008,42.491928
1.4099799,0,2404.6611,13.057585,39.397451
1.4294817,0,2380.7238,12.927602,32.107177
1.4491389,0,2360.7885,12.819351,29.705864
1.4689388,0,2342.1117,12.717934,26.406003
1.4888588,0,2325.2395,12.626316,21.352797
1.5087927,0,2311.2259,12.550221,0
1.5287266,0.0044901511,2309.6134,12.541465,0
1.5486604,0.0027052755,2308.0009,12.532709,0
1.5686796,0,2305.8934,12.521265,7.7228707
1.5887279,0,2299.7789,12.488062,2.9760895
1.6087902,0,2296.4315,12.469885,2.1073424e-06
1.6288526,0.0044345525,2294.8223,12.461148,0
1.6489149,0.0026998118,2293.2132,12.45241,0
1.6689914,18.221756,2295.4284,12.464439,0
1.6890484,13.554485,2296.6601,12.471127,0
1.7090947,12.59811,2297.6895,12.476717,0
1.7291544,3.1741141,2296.7443,12.471584,0
1.749214,0.0044414764,2295.1351,12.462846,0
1.7693021,0,2293.4826,12.453873,0
1.7893903,0.004430542,2291.8742,12.445139,0
1.8094785,0.0026916964,2290.2657,12.436405,0
1.8295807,20.844585,2293.0382,12.45146,0
1.8496587,20.167722,2295.6625,12.46571,0
1.8697137,19.932127,2298.2319,12.479662,0
1.8897463,19.861053,2300.7812,12.493505,0
1.9097567,19.84696,2303.3223,12.507303,0
1.929745,54.639853,2313.1472,12.560654,0
1.9496485,68.943083,2325.9111,12.629963,0
1.9694427,78.100638,2340.4986,12.709175,0
1.9891135,84.736137,2356.3541,12.795272,0
2.008652,115.55449,2378.4317,12.915156,0
2.0280091,131.1726,2403.4728,13.051132,0
2.0471645,142.71744,2430.5633,13.198236,0
2.0661064,151.76155,2459.1339,13.353378,0
2.0848283,159.11963,2488.7988,13.514462,0
2.103327,208.97338,2527.849,13.726509,0
2.1215399,207.36785,2565.9398,13.933346,0
2.1394825,205.4071,2603.0481,14.134849,0
2.1571693,203.49307,2639.2264,14.331301,0
2.1746136,201.62355,2674.5226,14.522964,0
2.1918277,199.79653,2708.9809,14.710076,0
2.2088229,198.01009,2742.6418,14.892859,0
2.2256094,196.26247,2775.5427,15.071514,0
2.242197,194.55204,2807.7182,15.246231,0
2.2585945,192.87724,2839.2004,15.417183,0
2.2748102,191.23665,2870.0191,15.584532,0
2.2908517,189.62891,2900.2021,15.748429,0
2.3067263,188.05275,2929.7754,15.909015,0
2.3226045,21.281388,2931.5205,15.918492,62.675044
2.3386524,0,2899.5566,15.744924,59.514917
2.3548638,0,2868.8829,15.578362,55.530529
2.3712504,0,2839.9358,15.421176,57.915933
2.3878174,0,2809.5864,15.256376,57.903813
2.4045702,0,2779.0007,15.090292,57.894289
2.4215147,0,2748.169,14.922872,57.887646
2.438643,0,2717.0811,14.754061,53.631813
2.4559497,0,2687.9214,14.595721,50.395436
2.4734258,0,2660.207,14.445228,46.270574
2.491056,0,2634.4379,14.305299,40.735057
2.5088143,0,2611.4015,14.180209,32.551401
2.5267081,0,2592.5567,14.077879,33.829474
2.5447296,0,2572.9312,13.971311,31.026161
2.5628668,0,2554.7004,13.872315,27.259715
2.5810997,0,2538.4064,13.783837,21.630278
2.5993777,0,2525.085,13.7115,8.4611857
2.6177181,0,2518.8517,13.677653,12.749488
2.6361197,0,2510.2856,13.631138,12.330533
2.6545804,0,2501.93,13.585766,11.665391
2.673096,0,2493.9207,13.542274,10.522274
2.691624,0,2486.5213,13.502095,2.1073424e-06
2.710152,0.0050905665,2484.8656,13.493104,0
2.72868,0.0028582617,2483.2098,13.484113,0
2.7472203,31.486467,2487.6592,13.508274,0
2.7657275,33.225541,2492.4335,13.534199,0
2.7841992,34.315807,2497.4052,13.561196,0
2.8026342,35.03291,2502.5007,13.588865,0
2.8210316,35.520747,2507.6751,13.616963,0
2.839391,49.13628,2515.4536,13.659201,0
2.8576937,57.545716,2524.815,13.710034,0
2.8759285,63.325865,2535.2387,13.766636,0
2.8940884,67.635806,2546.4313,13.827413,0
2.9121684,71.00016,2558.2027,13.891333,0
2.9301652,90.185479,2573.5366,13.974598,0
2.9480548,104.03706,2591.371,14.071441,0
2.9658213,114.39561,2611.0025,14.178042,0
2.9834542,122.61098,2631.9928,14.292022,0
3.0009465,151.00824,2658.0326,14.433421,0
3.0182674,162.91984,2685.9687,14.585117,0
3.0354082,172.40953,2715.3031,14.744407,0
3.0523637,180.22184,2745.6894,14.909407,0
3.0691317,186.81301,2776.8751,15.078749,0
3.0857113,194.48272,2809.0216,15.253308,0
3.1021012,192.80935,2840.476,15.42411,0
3.1183096,191.17013,2871.2682,15.591315,0
3.1343442,189.56371,2901.4257,15.755073,0
3.1502121,187.98883,2930.9745,15.915527,0
3.16592,186.44429,2959.9386,16.072805,0
3.1814742,184.92899,2988.3408,16.227032,0
3.1968806,183.44187,3016.2022,16.378323,0
3.2121447,181.98194,3043.5429,16.526786,0
3.2272716,180.54826,3070.3815,16.672522,0
3.2422664,179.13994,3096.7357,16.815629,0
3.2571335,177.75615,3122.6223,16.956196,0
3.2718774,176.39607,3148.0571,17.09431,0
3.2865021,175.05896,3173.055,17.230051,0
3.3010116,173.7441,3197.6301,17.363497,0
3.3154097,172.45081,3221.7958,17.494719,0
3.3296997,171.17843,3245.5649,17.623788,0
3.3438851,169.92634,3268.9495,17.750769,0
3.357969,168.69396,3291.9611,17.875725,0
3.3719544,167.48073,3314.6107,17.998715,0
