speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
61.2867181698816,0.321690772730677,5.75,0,-17.3759317114634,1,4.615,3751.25819318127,144.393518708339,56.7222271553094,465.53951824392,176.016708311305,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,1.2432262333938E-15,-1.74611061929595E-14,0.0462876885110394,6.26249987920098,0,3800.93951824392,
60.3539201241316,0.336839594088933,6,0,-17.297962894599,1,4.615,3694.16317461618,146.509781944729,56.6775820956603,451.476124419281,170.699453402343,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,4.14408744464599E-16,-5.72939388662422E-15,0.0483916743524503,6.53579532825557,0,3786.87612441928,
59.4105626250243,0.352235761787129,6.25,0,-17.2203267211419,1,4.615,3636.42182945529,148.650001688144,56.6066941419907,437.472896094804,165.404946580014,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,1.38136248154866E-16,-1.8791162013156E-15,0.0504956601938611,6.80909077731016,0,3772.8728960948,
58.4561052881651,0.367890667898354,6.5,0,-17.1430207666246,1,4.615,3578.00108166765,150,56.2031095635171,423.529410649232,160.133028054657,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,4.60454160516221E-17,-6.16019624653184E-16,0.052599646035272,7.08238622636475,0,3758.92941064923,
57.4899647181337,0.383816627175285,6.75,0,-17.0660425248038,1,4.615,3518.86522258887,150,55.274205661289,409.645232647277,154.883533191726,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,1.53484720172074E-17,-2.0184507609926E-16,0.0547036318766829,7.35568167541934,0,3745.04523264728,
56.5115095643675,0.400026985808447,7,0,-16.9893893954521,1,4.615,3458.97560829998,150,54.3334617999075,395.819911966736,149.656291803678,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,5.11615733906912E-18,-6.61012820043256E-17,0.0568076177180938,7.62897712447393,0,3731.21991196674,
55.5200548221561,0.416536247296086,7.25,0,-16.9130586699898,1,4.615,3398.29031080078,150,53.3802193758855,382.052981605804,144.451127320922,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,1.70538577968971E-18,-2.1634835860753E-17,0.0589116035595046,7.90227257352852,0,3717.4529816058,
54.514855232857,0.433360218843556,7.5,0,-16.8370475144815,1,4.615,3336.76371404798,150,52.4137618540906,368.34395510256,139.267855816162,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,5.68461926563236E-19,-7.07671117685676E-18,0.0610155894009155,8.17556802258311,0,3703.74395510256,
53.4950976028796,0.450516182549055,7.75,0,-16.7613529493944,1,4.615,3274.346043813,150,51.4333073827686,354.692323481161,134.106284849767,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,1.89487308854412E-19,-2.31325560279167E-18,0.0631195752423264,8.4488634716377,0,3690.09232348116,
52.4598918166021,0.468023096718732,8,0,-16.6859718253475,1,4.615,3210.98281759753,150,50.4380001528373,341.097551616407,128.966212095249,0,0,100,0,1,0,1.5,1.5,1.20741826972573E-06,6.3162436284804E-20,-7.55627724726285E-19,0.0652235610837373,8.72215892069229,0,3676.49755161641,
