[Result Details]
Result Name,[61.26] TREV2 - MV208 57kw 80kmh, Endurance - MI 2014 (1)
Date Created,7/2/2024 3:43:53 PM
Track,Endurance - MI 2014 (1)
Track Configuration,Closed Circuit
Vehicle,TREV2 - MV208

[KPI Values]
Lap time [s],61.2613003536436,
Percent in Corners [%],98.6757044739441,
Percent Accelerating [%],38.1041831669655,
Percent Braking [%],29.6787013242597,
Percent Coasting [%],1.36030395105701,
Percent 100% Throttle [%],1.203733011281,
Percent TCS Enabled [%],22.4603067120085,
Lowest Speed [km/h],32.6948029648786,
Highest Speed [km/h],79.9975153310105,
Average Speed [km/h],66.6844400819939,
Energy Spent [kJ],1086.99705442941,
Fuel Consumption [kg],0.836151580330315,
Gear Shifts [-],0,
Maximum Lateral Acceleration [m/s^2],-18.0162124799822,
Maximum Longitudinal Acceleration [m/s^2],10.1509628103768,
Maximum Longitudinal Deceleration [m/s^2],-19.1440324350669,
Time in Sector 1 [s],61.2613003536436,
Maximum Speed in Sector 1 [km/h],79.9975153310105,
Minimum Speed in Sector 1 [km/h],32.6948029648786,
Percent in Gear 1 [%],100,

[Vehicle Parameters]
Mass Longitudinal Friction [kg],0,
Vehicle Mass [kg],340,
Drag Coefficient [-],1.07,
Downforce Coefficient [-],2.83,
Aero Efficiency [-],2.64485981308411,
Frontal Area [m^2],0.946,
Drivetrain Efficiency [%],95,
Tire Rolling Radius [m],0.2,
Air Density [kg/m^3],1.2,
Rev Limit [rpm],5305,
Longitudinal Friction [-],1.5,
Lateral Friction [-],1.5,
Final Drive Ratio [-],5,
Percent Weight on Driven Wheel [%],100,
Fuel Energy Density [J/kg],1300000,
Engine Thermal Efficiency [%],100,
Tire Rolling Drag [-],0.015,
Power Scaling Factor [%],100,
Aero Scaling Factor [%],100,
Grip Scaling Factor [%],100,
Mass Lateral Friction [kg],0,
Load Sensitivity Lateral Friction [-],0,
Load Sensitivity Longitudinal Friction [-],0,
Gear Ratio Data [-],0,
Gear Shift Points [rpm],0,
Torque Data [N.m],0,
RPM Data [rpm],0,

[Vehicle KPIs]
Top Speed [km/h],79.9975153310105,
Acceleration Time To Speed [27.778 km/h] [s],14.3239448782706,
Acceleration Time For Distance [100 m] [s],16.2179045472539,
Deceleration Time For Speed [27.778 km/h] [s],1.76463839835581,
Deceleration Distance For Speed [27.778 km/h] [m],22.2,

[Simulation Results]
speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
68.0962065035188,0.011250349417429,0.25,10.6676362172987,7.8781931302353,1,5,4515.76994618395,101,56.1093683918893,574.737664279444,299.89840746231,0,14.3297919267677,0,31.0634604898329,1,79.9975153310105,1.5,1.5,0,0,0,0.245952640507308,-0.000973710728476342,0,3910.13766427944,
68.4686557366967,0.0244669446759841,0.5,11.6541973959037,7.82789502918426,1,5,4540.46875306356,122.971865747734,58.4702662582004,581.041862734172,219.687206051436,0,92.8540660998962,0,31.0381788517278,1,79.9975153310105,1.5,1.5,0.431255393190806,3.65123378232633,28.9300156424433,0.504062557115474,-0.0149216695515341,0,3916.44186273417,
68.8363877412195,0.037611645565995,0.75,11.7893212791226,7.77102346328301,1,5,4564.85473900226,122.271036826328,58.4492812534586,587.299951801556,222.05333866702,0,92.7357011298622,0,31.0128972136226,1,79.9975153310105,1.5,1.5,0.863048480628173,4.88876934848578,9.85906202997524,0.762160341778879,-0.026921397966467,0,3922.69995180156,
69.1995105077627,0.0506861259321557,1,11.9237506023942,7.71483319612131,1,5,4588.93506535416,121.578992256684,58.4250468902056,593.512493904615,224.402250345561,0,92.6170715456568,0,30.9876155755174,1,79.9975153310105,1.5,1.5,1.29571399287403,5.32293349464738,3.47742792022944,1.02023053053975,-0.0369714137362481,0,3928.91249390462,
69.5581280995515,0.0636919982771492,1.25,12.033513202329,7.65930920100622,1,5,4612.7166330262,120.895533713616,58.3976876438568,599.680038678315,226.734148899575,0,92.4981794799244,0,31.0240385792394,1,79.9975153310105,1.5,1.5,1.72804521238919,5.48394534693126,1.29642374577214,1.27824953865967,-0.0450686036376036,0,3935.08003867832,
69.912340849623,0.0766308168536342,1.5,12.1421272633166,7.60443698887836,1,5,4636.20609555956,120.220469980986,58.3673227389763,605.803123444504,229.049237486085,0,92.3790270484782,0,31.0604615829614,1,79.9975153310105,1.5,1.5,2.16004414607597,5.55365934139674,0.564227126741366,1.53620194245534,-0.0512158042498973,0,3941.2031234445,
70.2622455455147,0.0895040805587623,1.75,12.2496073405741,7.55020258150198,1,5,4659.40987137716,119.553616599718,58.3340664262758,611.882273662163,231.34771477686,0,92.2596163509986,0,31.0968845866834,1,79.9975153310105,1.5,1.5,2.59171278447031,5.59064307209071,0.300850453342419,1.79407237826579,-0.0554159674815591,0,3947.28227366216,
70.6079356023471,0.102313235646426,2,12.3559676925367,7.49659248635739,1,5,4682.33415526157,118.894795537937,58.2980282416452,617.918003354632,233.629775119949,0,92.1399494717024,0,31.1333075904054,1,79.9975153310105,1.5,1.5,3.0230531017864,5.62385454224889,0.271516505056472,2.05184554314907,-0.0576721596773728,0,3953.31800335463,
70.9495012251786,0.115059678271072,2.25,12.4612222906953,7.44359367310513,1,5,4704.98492912152,118.243834881552,58.2593132486004,623.910815515295,235.895608693062,0,92.0200284799841,0,31.1697305941274,1,79.9975153310105,1.5,1.5,3.45359525095807,5.65431409237985,0.25024367383894,2.30950619556857,-0.057987560724521,0,3959.31081551529,
